Volume,Section_Number,Section_Title,Section_Editor,Component_ID,Component_Title,Component_Editor,Part_Number,Part_Title,Sub_Part_ID,Sub_Part_Title,Chapter_Number,Chapter_Title,Chapter_Authors,start_page,end_page,investigations,treatment_steps,patient_advice,red_flags,prognosis_followup,extraction_status
e-content,14e,OTHER SPECIALTIES,,,,,,,,,6e,Medical Malpractice Laws: Current Trends,"Amrita G Shenoy, Gopinath N Shenoy",7167,7188,"[""Obtain a credible opinion from another competent doctor for alleged negligence"", ""Medical Board enquiry by at least three doctors in cases of alleged gross negligence""]",[],"[""Request and secure valid consent before diagnostic or therapeutic procedures"", ""Provide copies of medical case papers to patient or authorized representative upon request"", ""Maintain indoor patient medical records for a period of 3 years"", ""Acknowledge medical record requests and issue records within 72 hours""]","[""Arrest of doctor only after Medical Board finds prima facie gross negligence"", ""Deficiency in services includes not handing over treatment records to patient"", ""Practicing medicine without proper registration is a violation"", ""Employing unqualified staff violates statutory regulations"", ""Crosspathy practice (allopathic practitioner prescribing ayurvedic drugs) is not permitted""]","[""Accidents or misadventures during treatment do not automatically imply negligence"", ""Courts require standard of care judged by reasonable and competent practitioner"", ""Error of judgment alone is not negligence unless below reasonable skill and care"", ""Follow-up outcomes depend on inherent risks and complications acknowledged in procedure"", ""Medical records must be computerised for quick retrieval when possible""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,7e,Clinical Pharmacology for the Physician,"Urmila Thatte, Nayan Chaudhari",7189,7208,"[""Measure plasma drug levels for therapeutic drug monitoring"", ""Monitor INR for warfarin therapy"", ""Genetics tests for relevant drugs as available"", ""Drug metabolism studies during development"", ""Genotyping for CYP polymorphisms in select patients""]","[""Start with the smallest dose"", ""Use the least number of medicines"", ""Adjust drug doses in renal or hepatic dysfunction as per Box 2 and Box 3"", ""Avoid drugs listed in Box 2 for severe liver dysfunction"", ""Avoid or adjust drugs listed in Box 3 for renal dysfunction"", ""Use P-drugs: create and prescribe from your personal drug list"", ""Monitor plasma levels for drugs with a narrow therapeutic index"", ""Give adenosine as rapid IV bolus for reentrant supraventricular tachycardia""]","[""Read instructions supplied with medications"", ""Report all drug allergies and idiosyncrasies"", ""Follow storage and reconstitution advice for each medication"", ""Use only your physician's prescribed P-drugs"", ""Report any adverse drug reactions as advised""]","[""Never give IM heparin, phenytoin, or diazepam"", ""Avoid high plasma protein binding drugs in severe liver dysfunction"", ""Avoid or use caution with nephrotoxic drugs in renal dysfunction"", ""Monitor for adverse drug reactions and report to Pharmacovigilance Program of India"", ""Be cautious with drugs undergoing extensive first-pass metabolism in liver dysfunction"", ""Avoid prodrugs activated in liver in severe liver dysfunction"", ""Use caution with drugs excreted in bile in liver dysfunction"", ""Watch for drug accumulation in zero-order elimination drugs (phenytoin, aspirin, ethanol)""]","[""Monitor therapeutic drug levels as applicable"", ""Expect steady state after 4-5 drug half-lives"", ""Follow up on adverse reactions and report as needed"", ""Monitor for efficacy when using low therapeutic index drugs"", ""Periodic review of P-drug list as clinical needs evolve""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,8e,Palliative Care,"Naveen Salins, Mary Ann Muckaden",7209,7231,"[""Edmonton Symptom Assessment Scale (ESAS) for symptom screening"", ""Quality of life assessment using EORTC-QLQ-C15-PAL"", ""Numerical rating scale for pain assessment"", ""Dyspnea numerical scale (DNS) and verbal descriptor scale (VDS) for dyspnea"", ""4AT test for delirium assessment""]","[""Use WHO analgesic ladder for cancer pain management"", ""Nonopioid analgesics (NSAIDs, paracetamol) for mild pain"", ""Weak opioid plus nonopioid/adjuvant for moderate pain"", ""Strong opioid plus nonopioid/adjuvant for severe pain"", ""Parenteral opioids (SC/IV) if oral route not possible"", ""Interventional pain techniques in refractory pain"", ""Aperients for constipation: ispagula, docusate sodium, lactulose, magnesium hydroxide, senna, bisacodyl"", ""Metoclopramide, haloperidol, promethazine, ondansetron for vomiting depending on cause"", ""Oral morphine 2.5 mg BD-TDS + 2.5 mg SOS for moderate breathlessness (titrate up to 20\u201340 mg/24h)"", ""Lorazepam 0.5 mg HS, titrate by 0.5 mg daily up to 4 mg/24h for breathlessness with anxiety"", ""Parenteral opioids: morphine 2 mg SC q4h + midazolam 2 mg SC q4h for severe breathlessness/end-of-life"", ""Syringe driver: morphine 10\u201315 mg/24 h + midazolam 10\u201315 mg/24 h via infusion"", ""Stimulant laxative (bisacodyl 10 mg HS) to prevent opioid-induced constipation"", ""Metoclopramide 10\u201320 mg tablet/injection as anticipatory antiemetic"", ""Haloperidol for delirium: start at 0.5 mg BD, titrate up to 10\u201315 mg/24h"", ""For severe agitation: haloperidol 1.5\u20135 mg SC stat, 2.5 mg SC q8h or q6h, or 5\u201310 mg/24h infusion"", ""Midazolam 10\u201315 mg/24 h infusion or 2 mg q4h with haloperidol if agitation uncontrolled""]","[""Early identification of palliative care needs using assessment tools"", ""Encourage full disclosure of diagnosis and prognosis to patients"", ""Include families in care discussions and advance care planning"", ""Optimize hydration and food intake at end of life"", ""Engage bereaved families in support groups"", ""Refer families with bereavement symptoms for counseling""]","[""QT interval prolongation with haloperidol in critical illness"", ""Breathlessness requiring parenteral opioids/benzodiazepines"", ""Severe agitation in delirium"", ""Use of mechanical/physical restraints is discouraged except when necessary""]","[""Promotes improvement in quality of life in four domains: physical, mental, social, functional"", ""Improvement in emotional health within 12 weeks of palliative care intervention"", ""Improved overall survival by 3\u20134 months in cancer with supportive palliative care"", ""Decrease in ICU readmissions and emergency visits with palliative care"", ""Monitor symptom control and satisfaction of care"", ""Assess and address bereavement symptoms; refer if refractory to counseling""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,9e,Insurance Medicine,Asha Sapre,7232,7244,"[""Electrocardiography (ECG)"", ""Mammography (BIRADS 3)"", ""Fundal examination of retina"", ""Retinal imaging by deep learning"", ""Liquid biopsy"", ""Genetic testing""]","[""Cancer immunotherapy with checkpoint inhibitors in melanoma and lung cancer""]","[""Onboard to diabetes mellitus app for personalized diet, exercise, and disease-monitoring services""]",[],"[""Long-term follow-up for pulmonary interstitial abnormality post-COVID-19"", ""Long-term follow-up for MIS-C patients for coronary artery involvement"", ""Monitor for persistent imaging changes of pulmonary fibrosis post-MERS"", ""Review after postponement period if risk is high and may improve with treatment"", ""Monitor new advances in diagnostics and therapeutics for impact on risk assessment""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,10e,Communication Skills in CBME Curriculum,Santosh B Salagre,7245,7263,[],[],"[""Communicate with patients in their own language when possible"", ""Use both verbal and nonverbal communication effectively"", ""Practice empathy in patient interactions"", ""Involve patients in decision-making"", ""Actively listen to patient concerns"", ""Avoid medical jargon with patients"", ""Maintain patient\u2019s privacy and confidentiality"", ""Check patient understanding at end of encounters"", ""Educate about illness, diagnosis, and treatment options"", ""Negotiate and draw treatment plans collaboratively"", ""Motivate and support treatment adherence"", ""Overcome communication barriers proactively"", ""Value patient\u2019s preferences, beliefs, and experiences""]","[""Miscommunication may alter patient compliance"", ""Failure to maintain confidentiality or privacy"", ""Use of medical jargon causing misunderstanding"", ""Neglect of nonverbal communication affects rapport"", ""Ignoring patient\u2019s emotional reactions during bad news"", ""Unaddressed barriers: language, culture, noise, workload"", ""Professional arrogance and unsupportive attitude""]","[""Effective communication improves clinical outcomes"", ""Better compliance and satisfaction with effective communication"", ""Assess communication skills periodically with feedback"", ""Reinforce skills through regular practice and assessment"", ""Longitudinal training in communication skills is recommended""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,11e,Medical Ethics,"S Arulrhaj, Aarathy Kannan, Ankita Bajpai, Chandrakumar",7264,7290,"[""Unnecessary investigations both radiological and pathological are prohibited by law"", ""Assessment of mortality risk using SOFA score for ICU triage"", ""Repeat assessments over time for ICU triage"", ""Notification of notifiable diseases"", ""Reporting of cases of poisoning"", ""Reporting of suspected causes of death"", ""Sex determination tests prohibited except under legal indications"", ""Clinical drug trials or other research involving patients/volunteers must be as per ICMR guidelines"", ""Medical records to be maintained for 3 years from commencement of treatment""]","[""Treat and continue to treat and maintain professional secrets of patients"", ""Obtain informed consent before any procedure or operation"", ""Obtain consent from both husband and wife if operation may lead to sterility"", ""Treat emergency cases regardless of formalities or police arrival"", ""Clinical drug trials must follow ICMR guidelines and have valid consent"", ""Withdrawing life-support requires decision by a team of doctors as per Transplantation of Human Organ Act""]","[""Patients have right to autonomy and to determine their own health care"", ""Patients' privacy, dignity, and confidentiality must be respected"", ""Patient consent must be informed and documented"", ""Information about treatment/procedure must be fully explained before consent"", ""Patients should be aware of the complaints mechanism if they feel discriminated""]","[""Not maintaining medical records for 3 years is misconduct"", ""Performing unnecessary consultations and investigations prohibited"", ""Not displaying registration number in clinic/prescriptions is misconduct"", ""Running an open medical shop or advertising is unethical"", ""Practicing euthanasia is unethical"", ""Disclosing secrets of patients without legal/medical need is misconduct"", ""Employing unregistered attendants is prohibited"", ""Sex determination test for female fetus termination is prohibited"", ""Performing procedures without consent is misconduct"", ""Violation of ICMR guidelines in research/trials is misconduct"", ""Physician incapacitated to practice is prohibited from practicing""]","[""Medical records must be maintained for 3 years"", ""Regular review and audit of triage and ICU resource allocation protocols"", ""Clinical ethics and ethics training required at all educational levels"", ""Continuing medical education: at least 30 hours every 5 years"", ""Mechanism for review of triage conflicts must be in place"", ""System must be regularly reviewed and revised as per latest evidence"", ""Monitor for professional conduct as per MCI/NMC norms"", ""Display recognized degrees and registration details on all prescriptions and letterheads""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,12e,Regenerative Medicine,Om J Lakhani,7291,7302,"[""Centrifugation and apheresis for cell extraction from biofluids"", ""Enzyme digestion (trypsin, collagenase) for cell extraction from solid tissues""]","[""Metformin to prevent diabetes and malignancy"", ""GLP-1 receptor agonists for prolonging life in type 2 diabetes mellitus"", ""SGLT-2 inhibitors to reduce CV death in chronic kidney disease and heart failure"", ""Intermittent fasting for preservation of human existence"", ""Vaccination for prevention (e.g., COVID-19)"", ""Platelet-rich plasma for dermatological and orthopedic conditions"", ""laViv: Autologous fibroblasts for cosmetic use"", ""Carticel: Autologous chondrocytes for cartilage defects"", ""Apligraf, GINTUIT: Allogenic keratinocytes for diabetic foot ulcers and skin grafts"", ""Cord blood for reconstitution after myeloablative treatment"", ""Dermagraft: Allogeneic fibroblasts for diabetic foot ulcers"", ""Celution: Cell extraction for adipose stem cell transfer"", ""GEM 125: Platelet-derived growth factors for periodontal defects"", ""Regranex: Platelet-derived growth factors for diabetic foot ulcers"", ""Infuse/inductors: BMP-2 for bone grafts"", ""Osteogenic protein-1: BMP-7 for tibia nonunion""]","[""Correction of vitamin D deficiency improves bone and muscle function"", ""Intermittent fasting encouraged for preservation"", ""Vaccination is important for disease prevention""]","[""Growth hormone use in non-deficient adults is controversial"", ""DHEA use in non-adrenal insufficiency is controversial"", ""Routine vitamin D use without deficiency is questionable"", ""Beware of pseudoscientific regenerative medicine practices lacking reliable evidence""]","[""Regenerative medicine practical application is limited, more research needed"", ""Evidence for some preservation methods is lacking"", ""Monitor functional outcomes after regenerative treatments"", ""Expect slow progress in field, need for long-term follow-up data""]",Success
e-content,14e,OTHER SPECIALTIES,,,,,,,,,13e,Principles of Epidemiology of Communicable and Noncommunicable Diseases,"Shirish Patil, Sumit Wasnik",7303,7313,"[""Surveillance and field investigations to identify causes and modes of transmission"", ""Case\u2013control study for risk factor exposure measurement"", ""Cohort study for incidence calculation"", ""Randomized control trial to measure effectiveness and efficiency of interventions""]",[],[],[],"[""Evaluate effectiveness of interventions and public health programs"", ""Monitor population disease trends using surveillance"", ""Use observational and experimental studies for hypothesis testing and outcome assessment""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,1e,Approach to a Febrile Patient,"Dileep B Kadam, Neha R Suryawanshi",7315,7330,"[""Detailed history including onset, duration, pattern, and associated symptoms"", ""Physical examination: pulse, respiratory rate, rash, lymph nodes, hepatomegaly, splenomegaly, jaundice, wounds"", ""Measurement of temperature: digital thermometer (oral, axillary, rectal)"", ""Core temperature monitoring (pulmonary artery, tympanic, esophageal, nasopharyngeal)"", ""CBC with differential"", ""ESR"", ""C-reactive protein (CRP)"", ""Electrolytes"", ""Urinalysis"", ""Blood culture"", ""Urine culture"", ""Creatinine, ALT, AST, total protein, alkaline phosphatase"", ""Creatine kinase, LDH, serum ferritin"", ""Antinuclear antibody (ANA)"", ""Rheumatoid factor"", ""Chest X-ray"", ""Abdominal ultrasonography"", ""Tuberculin skin test"", ""18F-Fluorodeoxyglucose (FDG) PET/CT scan""]","[""Empirical artemisinin-based chemotherapy if splenomegaly and negative malaria tests, in tropical areas"", ""Stop all antibiotics and glucocorticoids before starting investigations for FUO"", ""Empirical antitubercular therapy justified in undiagnosed hilar lymphadenopathy""]","[""Oral temperature: place thermometer under tongue, lips closed, breathe through nose, wait 2 minutes"", ""Avoid oral temperature in infants, children, after hot beverages, chewing tobacco, smoking, mouth breathers"", ""Rectal temperature preferred in suspected hypothermia, elderly, comatose, cholera, algid malaria patients""]","[""Hyperpyrexia (>41.5\u00b0C/106.7\u00b0F): may indicate CNS hemorrhage, meningococcal meningitis, septicemia, cerebral malaria"", ""Reappearance of fever after treatment: consider complications, resistance, new pathogens, superinfection""]","[""Recovery may be immediate (crisis) or gradual (lysis) depending on disease"", ""Prolonged or recurrent fever after 8\u201310 days in COVID-19 suggests cytokine storm or superinfection"", ""Presence of fever should be documented on at least two occasions"", ""Follow up with directed investigations based on history and examination"", ""Monitor for reappearance of fever indicating possible complications or resistance""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,2e,Approach to Pain,Anand Sudhakar Bhave,7331,7336,"[""Assess pain location"", ""Assess pain duration (acute, subacute, chronic)"", ""Use pain scales (visual and numerical) to assess severity""]","[""Use opioid receptor agonists such as morphine for pain control""]","[""Describe type and severity of pain"", ""Report what worsens or relieves pain""]","[""Headache starting suddenly and becoming intense, persisting for hours""]",[],Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,3e,Chest Pain,"Ajaykumar U Mahajan, Dipak Gaikwad",7337,7350,"[""12-lead ECG within 10 minutes of presentation"", ""Serial ECGs"", ""Cardiac troponin I or troponin T assays"", ""Repeat cardiac biomarker assay after 3\u20136 hours"", ""High-sensitivity cardiac troponin (hs-cTn)"", ""Copeptin assay (with troponin)"", ""Chest X-ray"", ""Echocardiography"", ""Coronary computed tomographic angiography (CTA)"", ""D-dimer assay"", ""BNP and N-terminal proBNP for heart failure evaluation"", ""Stress echocardiography/nuclear imaging"", ""Threadmill ECG""]","[""Admit high-risk patients with evidence of ischemia"", ""Immediate reperfusion therapy for ST segment elevations"", ""Observe low-risk patients for 6\u201312 hours with serial ECGs and biomarkers"", ""Outpatient management for noncardiac chest pain and chronic stable angina""]","[""Return if symptoms worsen"", ""Report atypical symptoms like indigestion, belching, or dyspnea"", ""Follow prescribed medical therapy based on diagnosis""]","[""Unequal pulses or blood pressure suggesting aortic dissection"", ""Sudden onset dyspnea with tachycardia and loud P2"", ""Unequal breath sounds with pleuritic pain"", ""Vesicular rash in dermatomal distribution"", ""New persistent or transient ST abnormalities on ECG"", ""Elevated cardiac troponins"", ""Widened mediastinum on chest X-ray""]","[""Serial ECGs and biomarkers increase diagnostic yield"", ""Early noninvasive testing within 72 hours for low-risk patients"", ""High BNP/N-terminal proBNP correlates with poor prognosis in ACS"", ""Monitor for evidence of ischemia or increased risk"", ""Recovery depends on prompt diagnosis and management of ACS""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,4e,Dyspnea,"Udai Lal, Shreya Lal",7351,7361,"[""Chest X-ray"", ""Pulse oximetry"", ""Thoracic ultrasonogram"", ""Arteriolar blood gas analysis"", ""Pulmonary function tests"", ""Bronchoscopy"", ""ECG"", ""2D-ECHO"", ""CT angiography"", ""Ventilation/perfusion scanning"", ""D-dimer"", ""BNP""]","[""Oxygen if resting O2 saturation is \u226489%"", ""Pulmonary rehabilitation programs for COPD"", ""Administer appropriate specific treatment based on etiological evidence""]",[],"[""Suspicion of upper airway obstruction (stridor)"", ""Tachypnea >24 breaths/minute or apnea"", ""Breathless without air movement"", ""Use of accessory muscles of respiration or chest retraction"", ""Presence of hypotension"", ""Hypoxemia"", ""Absent or unilateral breath sounds"", ""Altered awareness/drowsy""]","[""Management will depend on underlying cause"", ""Balanced, scientific evaluation and management required"", ""Follow-up planned as per diagnosis and response""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,5e,Cough and Hemoptysis,Haridas B Prasad,7362,7372,"[""Chest radiograph"", ""Examination of expectorated sputum for bacterial and mycobacterial culture"", ""Mucoid sputum cytology"", ""Chest computed tomography (CT)"", ""Pulmonary function testing"", ""Complete blood count (CBC)"", ""Coagulation studies and platelet count"", ""Blood urea nitrogen (BUN), serum creatinine, and urinalysis"", ""Antineutrophil cytoplasmic antibody"", ""Antiglomerular basement membrane antibody"", ""Antinuclear antibody"", ""Sputum Gram\u2019s and acid-fast staining as well as culture"", ""Bronchoscopy"", ""CT pulmonary angiography (if pulmonary embolism suspected)""]","[""Cough suppressants such as codeine or dextrometharphan"", ""Gabapentin or amitryptylin for chronic idiopathic cough"", ""Systemic antihistamines for postnasal drainage"", ""Antibiotics for infection"", ""Nasal saline irrigation"", ""Nasal pump sprays with glucocorticoids, antihistamines, or anticholinergics"", ""Antacids, H2 receptor antagonists, and proton-pump inhibitors for reflux"", ""Dietary changes and elevation of head for gastroesophageal reflux"", ""Medications to improve gastric emptying"", ""Inhaled glucocorticoids for eosinophilic bronchitis or cough-variant asthma"", ""Intermittent use of inhaled \u03b2-agonist bronchodilators for cough-variant asthma"", ""Endotracheal intubation and mechanical ventilation for large-volume hemoptysis"", ""Dependent positioning of bleeding lung (bleeding-side down)"", ""Dual-lumen endotracheal tubes or airway blocker for bleeding lung"", ""Angiographic embolization of bronchial artery for severe hemoptysis""]","[""Elevate head and torso during sleep for reflux"", ""Return if symptoms worsen"", ""Follow dietary changes for reflux management""]","[""Massive hemoptysis (>200\u2013600 mL in 24 hours) is a medical emergency"", ""Tachycardia, hypotension, or low-oxygen saturation require rapid assessment"", ""Large-volume hemoptysis may cause aspiration and respiratory compromise""]","[""Chest CT if no response to empirical chronic cough treatment"", ""Follow-up to assess for serious pulmonary diseases if initial tests negative"", ""Recovery depends on underlying cause; monitor airway and oxygen saturation in hemoptysis""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,6e,Palpitations,"Vithalrao G Nadagouda, Jayant A Antani",7373,7393,"[""Electrocardiogram, sometimes with ambulatory monitoring"", ""Complete blood count with serum electrolytes, magnesium and calcium"", ""Cardiac troponin in ongoing arrhythmias, chest discomfort or ischemia"", ""Thyroid function testing in newly diagnosed atrial fibrillation or hyperthyroidism"", ""Evaluation for pheochromocytoma with paroxysms of high BP"", ""Tilt-table testing for postural syncope"", ""Echocardiogram if structural heart disease suspected"", ""Stress echocardiography for myocardial ischemia or exertional symptoms"", ""Ambulatory ECG monitoring: Holter, event recorder, implantable loop recorder"", ""Handheld ECG"", ""Cardiac magnetic resonance imaging (rare, specialist referral)"", ""Nuclear cardiac scanning or PET imaging (sometimes)"", ""Continuous recording up to 14 days with Zio patch""]","[""Optimal treatment of underlying causes (anemia, thyrotoxicosis, heart failure)"", ""Medical therapy with antiarrhythmic medication (e.g., beta-blocker)"", ""Anticoagulation/antiplatelet therapy when appropriate"", ""Electrophysiological studies as needed"", ""Ablation therapy for certain arrhythmias"", ""Insertion of ICD for patients at risk of life-threatening ventricular arrhythmia"", ""Application of anxiety and stress reduction techniques (meditation, massage)"", ""Change body position to reduce vagus nerve-induced palpitations"", ""Start antiarrhythmic drugs at lower doses in elderly""]","[""Take medications regularly and on time"", ""Monitor your pulse regularly"", ""Consume a healthy and well-balanced diet"", ""Maintain normal BP and lipid profile"", ""Avoid tobacco and alcohol consumption"", ""Change body position (sit upright rather than lying down) if palpitations occur"", ""Temporary reduction or elimination of palpitations with stress reduction techniques"", ""Most palpitations are benign and do not require extensive workups unless high-risk""]","[""Presence of organic heart disease or myocardial abnormality"", ""Scar from myocardial infarction"", ""Idiopathic dilated cardiomyopathy"", ""Significant valvular regurgitation or stenotic lesion"", ""Hypertrophic cardiomyopathy"", ""Frequent or persistent palpitations"", ""Sustained rapid palpitations"", ""Significant associated symptoms"", ""Presyncope/syncope"", ""Breathlessness"", ""Chest pain"", ""Family history of recurrent or sudden cardiac death"", ""Significant resting ECG or echocardiographic abnormalities"", ""Wolff\u2013Parkinson\u2013White syndrome"", ""T-wave abnormalities"", ""Prior myocardial infarction (Q-waves)"", ""Long or short QT interval, Brugada pattern, early repolarization pattern"", ""Exercise-induced palpitations, particularly with syncope"", ""Most antiarrhythmic drugs can cause arrhythmias (proarrhythmias)"", ""Rapid tachyarrhythmia in hemodynamic distress requires immediate cardioversion""]","[""Benign etiology in most patients"", ""Monitor symptoms over time by primary care provider"", ""Follow-up to ascertain need for cardiologist consultation"", ""Extensive management for high-risk patients"", ""Good outcomes with cause-specific therapy and shared decision-making"", ""Physical defects rarely involved in vagus-induced palpitations"", ""Treatment should be monitored with appropriate follow-up"", ""Elderly require dose adjustments and monitoring for medication side-effects""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,7e,Abdominal Pain,"Pravin Rathi, Sunil Pawar",7394,7406,"[""Complete blood counts"", ""C-reactive protein (CRP)"", ""Erythrocyte sedimentation rate (ESR)"", ""Liver and renal function tests"", ""Serum amylase or lipase"", ""Serum glucose"", ""Serum electrolytes"", ""Urine examination"", ""Stool examination"", ""Pregnancy test (females of reproductive age)"", ""D-dimer (suspected mesenteric ischemia)"", ""Lactate dehydrogenase (LDH)"", ""Serum lactate"", ""Alkaline phosphatase"", ""Abdominal radiographs"", ""Ultrasound (USG)"", ""Endoscopic ultrasound (EUS)"", ""Computed tomography (CT)"", ""CT with contrast/enterography"", ""CT angiography (mesenteric ischemia)"", ""MRCP (magnetic resonance cholangiopancreatography)"", ""Endoscopy"", ""Colonoscopy and biopsy"", ""Diagnostic laparoscopy (if indicated)""]","[""Observe and perform serial examinations in nonspecific pain"", ""H. pylori eradication therapy in patients with functional dyspepsia and H. pylori"", ""Drotaverine for colicky pain"", ""Hyoscyamine for colicky pain"", ""Paracetamol for pain"", ""NSAIDs (short course) for severe pancreatic or solid organ pain"", ""Tramadol for severe pancreatic or solid organ pain"", ""Amitriptyline for chronic pain with anxiety/depression"", ""Duloxetine for chronic pain with anxiety/depression"", ""Clonazepam for chronic pain with anxiety/depression"", ""Chlordiazepoxide for chronic pain with anxiety/depression"", ""Nil by mouth and nasogastric tube insertion with continuous drainage (intestinal obstruction/perforation)"", ""Ondansetron for vomiting"", ""Prokinetics for vomiting"", ""Prochlorperazine for vomiting"", ""Proton pump inhibitors in vomiting cases"", ""Emergency ERCP with biliary drainage or percutaneous transhepatic biliary drainage in cholangitis"", ""Anticoagulation (portal vein thrombosis after upper GI endoscopy and eradication of varices)"", ""Systematic withdrawal of opioid drugs (narcotic abuse)""]","[""Bending forward or prone position decreases pancreatic pain"", ""Observation and serial examination in nonspecific abdominal pain"", ""Reassurance and good doctor-patient interaction in functional pain syndromes""]","[""Shock (tachypnea, tachycardia)"", ""Guarding and rigidity"", ""Sudden onset pain within seconds (perforation, aortic aneurysm rupture)"", ""Severe, immobile peritoneal pain"", ""Triad of pain, pulsatile lump, and hypotension (aortic aneurysm rupture)"", ""Charcot\u2019s triad (fever, pain, jaundice)"", ""Reynolds pentad (fever, pain, jaundice, shock, altered sensorium)"", ""Subtle pain in elderly, may indicate serious pathology"", ""Any pain in immunocompromised patients""]","[""Observation and serial examinations in nonspecific abdominal pain"", ""Monitor for progression or resolution of symptoms"", ""Follow-up required after surgical or interventional treatment"", ""Evaluate every abdominal pain in geriatric and immunocompromised patients"", ""Monitor symptom improvement in functional pain syndromes"", ""Surgery for acute appendicitis or intestinal obstruction is mainstay""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,8e,Lymphadenopathy and Splenomegaly,Vrinda Kiran Kulkarni,7407,7421,"[""Complete blood count with peripheral smear"", ""Serum lactate dehydrogenase (LDH)"", ""Viral serological testing\u2014HIV"", ""Venereal disease research laboratory (VDRL)"", ""Immunological work-up (ANA, anti-dsDNA)"", ""Chest X-ray"", ""Ultrasound (USG) abdomen"", ""CT scan of neck, thorax, abdomen"", ""PET CT scan"", ""Lymph node FNAC"", ""Lymph node biopsy with histopathology and immunohistochemistry"", ""Bone marrow aspiration and biopsy"", ""Specific investigations for underlying etiology"", ""Blood: CBC, peripheral smear, LFT, Coomb\u2019s test, HBsAg, anti-HCV, HIV, rheumatoid factor, ANA, anti-dsDNA"", ""X-ray: Chest and skull"", ""Ultrasound: Abdomen"", ""CT scan: Thorax and abdomen"", ""Upper GI endoscopy"", ""Splenic aspiration"", ""Diagnostic splenectomy in selected cases""]","[""Antimalarial drugs for hyperreactive malarial syndrome""]","[""Monitor closely and repeat investigations if splenomegaly is minimal and patient is well""]","[""Nonresolving or progressive lymphadenopathy of long duration"", ""Rapidly enlarging, painful lymph nodes"", ""Drenching night sweats and significant weight loss"", ""Pressure effects: swelling face/neck, dyspnea, dysphagia, edema feet"", ""Signs of cardiac failure, altered sensorium"", ""Severe anemia, bleeding episodes""]","[""Monitor and follow-up until splenomegaly resolves or diagnosis is apparent"", ""Investigate according to provisional diagnosis based on history and examination"", ""Close observation of lymph nodes (size 1\u20132.25 cm2)"", ""Reversibility of hypersplenism by splenectomy""]",Success
e-content,15e,CLINICAL APPROACH,Niteen D Karnik,,,,,,,,9e,Edema and Anasarca,Sekhar Chakraborty,7422,7433,"[""Complete hemogram"", ""Urine analysis for proteinuria"", ""Renal function test"", ""Liver function test"", ""Chest X-ray"", ""Echocardiography"", ""Abdominal ultrasound"", ""Liver biopsy"", ""Kidney biopsy"", ""Thyroid function test"", ""Fecal fat estimation"", ""Lymphangiography"", ""Ascitic, pericardial and pleural fluid study"", ""Estimation of N-terminal (NT)-proBNP""]","[""Dietary restriction of salt and fluid"", ""Diuretic therapy"", ""Correction of fluid and electrolyte imbalance"", ""Loop diuretics for heart failure"", ""Thiazides for heart failure"", ""Potassium sparing diuretics for heart failure"", ""Antihypertensives (ACE inhibitors, ARBs, beta-blockers, calcium channel blockers) for heart failure"", ""Pharmacological therapy for chronic kidney disease"", ""Hemodialysis for chronic kidney disease"", ""Renal transplant for chronic kidney disease"", ""Diuretics for chronic liver disease"", ""Replacement of albumin for chronic liver disease"", ""Liver transplant for chronic liver disease"", ""Adequate nutrition and protein replacement for malabsorption syndrome"", ""Replacement of thyroid hormones for hypothyroidism"", ""Pericardiocentesis for pericardial effusion"", ""Surgical treatment for constrictive pericarditis"", ""Surgical treatment for valvular heart disease"", ""Control of hyperglycemia in diabetes mellitus"", ""Treatment of hyperlipidemia by statins and other drugs""]","[""Restrict dietary salt and fluid intake""]",[],"[""Acute edema may subside rapidly with therapy"", ""Chronic disorders respond slowly with diuretic therapy"", ""Monitor underlying organ function"", ""Assess response to therapy and modify as needed""]",Success
